,Instrument,Country of Headquarters,Region of Headquarters,NAICS National Industry Name,NAICS Industry Group Name,NAICS Sector Name,GICS Sub-Industry Name,GICS Industry Name,ICB Industry name,ICB Sector name,GICS Industry Group Name,SIC Industry Name,TRBC Industry Name,TRBC Industry Group Name,TRBC Business Sector Name,TRBC Economic Sector Name,TSE33 Main sector name,NAICS Subsector Name,key
0,US0491642056,United States of America,Americas,Other Support Activities for Air Transportation,Support Activities for Air Transportation,Transportation and Warehousing,Air Freight & Logistics,Air Freight & Logistics,Industrials,Industrial Transportation,Transportation,"Air Transportation, Nonscheduled","Courier, Postal, Air Freight & Land-based Logistics",Freight & Logistics Services,Transportation,Industrials,,Support Activities for Transportation,US0491642056
0,AU0000013559,Australia,Oceania,"Highway, Street, and Bridge Construction","Highway, Street, and Bridge Construction",Construction,Highways & Railtracks,Transportation Infrastructure,Industrials,Industrial Transportation,Transportation,,Highways & Rail Tracks,Transport Infrastructure,Transportation,Industrials,,Heavy and Civil Engineering Construction,AU0000013559
0,SE0011166610,Sweden,Europe,Air and Gas Compressor Manufacturing,Other General Purpose Machinery Manufacturing,Manufacturing,Industrial Machinery,Machinery,Industrials,Industrial Engineering,Capital Goods,,Industrial Machinery & Equipment,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,,Machinery Manufacturing,SE0011166610
0,KYG062071157,United States of America,Americas,Direct Property and Casualty Insurance Carriers,Insurance Carriers,Finance and Insurance,Property & Casualty Insurance,Insurance,Financials,Non-life Insurance,Insurance,"Fire, Marine, and Casualty Insurance",Property & Casualty Insurance,Insurance,Insurance,Financials,,Insurance Carriers and Related Activities,KYG062071157
0,GB00BLP5YB54,United Kingdom,Europe,Other Electric Power Generation,"Electric Power Generation, Transmission and Distribution",Utilities,Renewable Electricity,Independent Power and Renewable Electricity Producers,Utilities,Electricity,Utilities,Electric Services,Electric Utilities,Electric Utilities & IPPs,Utilities,Utilities,,Utilities,GB00BLP5YB54
0,US0495601058,United States of America,Americas,Natural Gas Distribution,Natural Gas Distribution,Utilities,Gas Utilities,Gas Utilities,Utilities,"Gas, Water and Multi-utilities",Utilities,Natural Gas Distribution,Natural Gas Utilities,Natural Gas Utilities,Utilities,Utilities,,Utilities,US0495601058
0,US00215F1075,United States of America,Americas,Wired Telecommunications Carriers,Wired and Wireless Telecommunications (except Satellite),Information,Integrated Telecommunication Services,Diversified Telecommunication Services,Telecommunications,Telecommunications Service Providers,Telecommunication Services,"Telephone Communications, Except Radiotelephone",Integrated Telecommunications Services,Telecommunications Services,Telecommunications Services,Technology,,Telecommunications,US00215F1075
0,US04965B1008,United States of America,Americas,Semiconductor and Related Device Manufacturing,Semiconductor and Other Electronic Component Manufacturing,Manufacturing,Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Technology,Technology Hardware & Equipment,Semiconductors & Semiconductor Equipment,Semiconductors and Related Devices,Semiconductors,Semiconductors & Semiconductor Equipment,Technology Equipment,Technology,,Computer and Electronic Product Manufacturing,US04965B1008
0,FR0000051732,France,Europe,Computer Systems Design Services,Computer Systems Design and Related Services,"Professional, Scientific, and Technical Services",IT Consulting & Other Services,IT Services,Technology,Software & Computer Services,Software & Services,,IT Services & Consulting,Software & IT Services,Software & IT Services,Technology,,"Professional, Scientific, and Technical Services",FR0000051732
0,US04962H5063,United States of America,Americas,Research and Development in Biotechnology (except Nanobiotechnology),Scientific Research and Development Services,"Professional, Scientific, and Technical Services",Biotechnology,Biotechnology,Health Care,Pharmaceuticals and Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceutical Preparations,Biotechnology & Medical Research,Biotechnology & Medical Research,Pharmaceuticals & Medical Research,Healthcare,,"Professional, Scientific, and Technical Services",US04962H5063
0,US04965G1094,United States of America,Americas,Research and Development in Biotechnology (except Nanobiotechnology),Scientific Research and Development Services,"Professional, Scientific, and Technical Services",Biotechnology,Biotechnology,Health Care,Pharmaceuticals and Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceutical Preparations,Biotechnology & Medical Research,Biotechnology & Medical Research,Pharmaceuticals & Medical Research,Healthcare,,"Professional, Scientific, and Technical Services",US04965G1094
0,ES0109427734,Spain,Europe,Television Broadcasting Stations,Radio and Television Broadcasting Stations,Information,Broadcasting,Media,Consumer Discretionary,Media,Media & Entertainment,,Broadcasting,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,,Broadcasting and Content Providers,ES0109427734
0,FI0009006548,Finland,Europe,Animal (except Poultry) Slaughtering,Animal Slaughtering and Processing,Manufacturing,Packaged Foods & Meats,Food Products,Consumer Staples,Food Producers,"Food, Beverage & Tobacco",,Food Processing,Food & Tobacco,Food & Beverages,Consumer Non-Cyclicals,,Food Manufacturing,FI0009006548
0,US04963C2098,United States of America,Americas,Surgical and Medical Instrument Manufacturing,Medical Equipment and Supplies Manufacturing,Manufacturing,Health Care Equipment,Health Care Equipment & Supplies,Health Care,Medical Equipment and Services,Health Care Equipment & Services,Surgical and Medical Instruments and Apparatus,"Medical Equipment, Supplies & Distribution",Healthcare Equipment & Supplies,Healthcare Services & Equipment,Healthcare,,Miscellaneous Manufacturing,US04963C2098
0,US0499041053,United States of America,Americas,Ophthalmic Goods Manufacturing,Medical Equipment and Supplies Manufacturing,Manufacturing,Health Care Supplies,Health Care Equipment & Supplies,Health Care,Medical Equipment and Services,Health Care Equipment & Services,Surgical and Medical Instruments and Apparatus,"Medical Equipment, Supplies & Distribution",Healthcare Equipment & Supplies,Healthcare Services & Equipment,Healthcare,,Miscellaneous Manufacturing,US0499041053
0,SE0000191827,Sweden,Europe,Lessors of Nonresidential Buildings (except Miniwarehouses),Lessors of Real Estate,Real Estate and Rental and Leasing,Real Estate Operating Companies,Real Estate Management & Development,Real Estate,Real Estate Investment and Services Development,Real Estate,,"Real Estate Rental, Development & Operations",Real Estate Operations,Real Estate,Real Estate,,Real Estate,SE0000191827
0,CA04964G1000,Canada,Americas,Real Estate Credit,Nondepository Credit Intermediation,Finance and Insurance,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Financials,Finance and Credit Services,Banks,,Consumer Lending,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,CA04964G1000
0,ZAE000177218,South Africa,Africa,Lessors of Nonresidential Buildings (except Miniwarehouses),Lessors of Real Estate,Real Estate and Rental and Leasing,Diversified REITs,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate Investment Trusts,Real Estate,,Diversified REITs,Residential & Commercial REITs,Real Estate,Real Estate,,Real Estate,ZAE000177218
0,SE0007666110,Sweden,Europe,Services for the Elderly and Persons with Disabilities,Individual and Family Services,Health Care and Social Assistance,Health Care Facilities,Health Care Providers & Services,Health Care,Health Care Providers,Health Care Equipment & Services,,Healthcare Facilities & Services,Healthcare Providers & Services,Healthcare Services & Equipment,Healthcare,,Social Assistance,SE0007666110
0,MA0000012445,Morocco,Africa,Commercial Banking,Depository Credit Intermediation,Finance and Insurance,Diversified Banks,Banks,Financials,Banks,Banks,,Banks,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,MA0000012445
0,TW0002409000,Taiwan,Asia,Other Electronic Component Manufacturing,Semiconductor and Other Electronic Component Manufacturing,Manufacturing,Electronic Components,"Electronic Equipment, Instruments & Components",Technology,Technology Hardware & Equipment,Technology Hardware & Equipment,Semiconductors and Related Devices,Electronic Equipment & Parts,Electronic Equipment & Parts,Technology Equipment,Technology,,Computer and Electronic Product Manufacturing,TW0002409000
0,AU000000AUB9,Australia,Oceania,Insurance Agencies and Brokerages,"Agencies, Brokerages, and Other Insurance Related Activities",Finance and Insurance,Insurance Brokers,Insurance,Financials,Non-life Insurance,Insurance,,Multiline Insurance & Brokers,Insurance,Insurance,Financials,,Insurance Carriers and Related Activities,AU000000AUB9
0,FR0000063737,France,Europe,Computer Systems Design Services,Computer Systems Design and Related Services,"Professional, Scientific, and Technical Services",IT Consulting & Other Services,IT Services,Technology,Software & Computer Services,Software & Services,,IT Services & Consulting,Software & IT Services,Software & IT Services,Technology,,"Professional, Scientific, and Technical Services",FR0000063737
0,US0504731078,United States of America,Americas,Commercial Banking,Depository Credit Intermediation,Finance and Insurance,Regional Banks,Banks,Financials,Banks,Banks,State Commercial Banks,Banks,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,US0504731078
0,NZAIAE0002S6,New Zealand,Oceania,Other Airport Operations,Support Activities for Air Transportation,Transportation and Warehousing,Airport Services,Transportation Infrastructure,Industrials,Industrial Transportation,Transportation,,Airport Operators & Services,Transport Infrastructure,Transportation,Industrials,,Support Activities for Transportation,NZAIAE0002S6
0,GB00BMVQDZ64,United Kingdom,Europe,Web Search Portals and All Other Information Services,"Web Search Portals, Libraries, Archives, and Other Information Services",Information,Specialized Consumer Services,Diversified Consumer Services,Technology,Software & Computer Services,Consumer Services,,Online Services,Software & IT Services,Software & IT Services,Technology,,"Web Search Portals, Libraries, Archives, and Other Information Services",GB00BMVQDZ64
0,US05070N1037,United States of America,Americas,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Provide","Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Provide",Information,Broadcasting,Media,Consumer Discretionary,Media,Media & Entertainment,Radio Broadcasting Stations,Broadcasting,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,,Broadcasting and Content Providers,US05070N1037
0,AU000000AD88,Australia,Oceania,Telephone Apparatus Manufacturing,Communications Equipment Manufacturing,Manufacturing,Electronic Manufacturing Services,"Electronic Equipment, Instruments & Components",Technology,Software & Computer Services,Technology Hardware & Equipment,,Communications & Networking,Communications & Networking,Technology Equipment,Technology,,Computer and Electronic Product Manufacturing,AU000000AD88
0,DE000A2DAM03,Germany,Europe,All Other Industrial Machinery Manufacturing,Industrial Machinery Manufacturing,Manufacturing,Industrial Machinery,Machinery,Industrials,Industrial Engineering,Capital Goods,,Industrial Machinery & Equipment,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,,Machinery Manufacturing,DE000A2DAM03
0,VGG069731120,United States of America,Americas,Gold Ore and Silver Ore Mining,Metal Ore Mining,"Mining, Quarrying, and Oil and Gas Extraction",Gold,Metals & Mining,Basic Materials,Precious Metals and Mining,Materials,,Gold,Metals & Mining,Mineral Resources,Basic Materials,,Mining (except Oil and Gas),VGG069731120
0,AU000000AMI1,Australia,Oceania,Gold Ore and Silver Ore Mining,Metal Ore Mining,"Mining, Quarrying, and Oil and Gas Extraction",Diversified Metals & Mining,Metals & Mining,Basic Materials,Industrial Metals and Mining,Materials,,Diversified Mining,Metals & Mining,Mineral Resources,Basic Materials,,Mining (except Oil and Gas),AU000000AMI1
0,DE000A0JK2A8,Germany,Europe,Miscellaneous Intermediation,Other Financial Investment Activities,Finance and Insurance,Asset Management & Custody Banks,Capital Markets,Financials,Investment Banking and Brokerage Services,Diversified Financials,,Investment Management & Fund Operators,Investment Banking & Investment Services,Banking & Investment Services,Financials,,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",DE000A0JK2A8
0,SE0001337213,Sweden,Europe,Gold Ore and Silver Ore Mining,Metal Ore Mining,"Mining, Quarrying, and Oil and Gas Extraction",Gold,Metals & Mining,Basic Materials,Precious Metals and Mining,Materials,,Gold,Metals & Mining,Mineral Resources,Basic Materials,,Mining (except Oil and Gas),SE0001337213
0,CA05156V1022,Canada,Americas,Research and Development in Biotechnology (except Nanobiotechnology),Scientific Research and Development Services,"Professional, Scientific, and Technical Services",Biotechnology,Biotechnology,Health Care,Pharmaceuticals and Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceutical Preparations,Biotechnology & Medical Research,Biotechnology & Medical Research,Pharmaceuticals & Medical Research,Healthcare,,"Professional, Scientific, and Technical Services",CA05156V1022
